PROCESSO,TIPO,DATAVoo,DATARIB,VOO,MOTIVO/FS,Descricao,LOCALIZADOR,BAGTAG,AREA,ORIGEM,TURNO,TRATATIVA,CUSTOS,STATUS,OBS 
CGHAD18161
CGHAD18162
CGHAD18163
CGHAD18164
CGHAD18165
CGHAD18166
CGHAD18167
CGHAD18168
CGHAD18169
CGHAD18170
CGHAD18171
CGHAD18172
CGHAD18173
CGHAD18174
CGHAD18175
CGHAD18176
CGHAD18177
CGHAD18178
CGHAD18179
CGHAD18180
CGHAD18181
CGHAD18182
CGHAD18183
CGHAD18184
CGHAD18185
CGHAD18186
CGHAD18187
CGHAD18188
CGHAD18189
CGHAD18190
CGHAD18191
CGHAD18192
CGHAD18193
CGHAD18194
CGHAD18195
CGHAD18196
CGHAD18197
CGHAD18198
CGHAD18199
CGHAD18200
CGHAD18201
CGHAD18202
CGHAD18203
CGHAD18204